"SolicitationID","Solicitation","SoliciationType","Title","CloseDate","Description","Addenda","StaffContact","Status","IsLocalPresenceRequired","IsPreBidConferenceMandatory","PreBidConference","Category","Estimate"
"112283","18RP030","Request For Proposal","REQUEST FOR PROPOSAL<BR>PUBLIC DEFENDER SERVICES","2018-04-19 15:00:00","The City of Scottsdale invites sealed submittals from qualified firms to provide legal counsel at a greatly reduced rate for defendants who meet specific criteria, such as; being accused of a crime in which a jail sentence is likely, under a financial hardship, or in the interest of justice. ","0","John Snow, Bid & Contract Specialist","Awarded","True","False","","9","$200,000"
"112229","18RP027","Request For Proposal","REQUEST FOR PROPOSAL<BR>FITNESS/WELLNESS INSTRUCTION","2018-04-10 14:00:00","The City of Scottsdale invites sealed submittals from qualified firms or individuals to establish term contracts for fitness/wellness instruction for participants fourteen (14) years of age and older at various municipal facilities throughout the City of Scottsdale.  ","0","Karie Ingles, Bid & Contract Specialist","Awarded","True","False","","9","$30,000"
"112248","18PB017","Public Bid","PUBLIC BID<BR>VIA LINDA TRAFFIC CIRCLES","2018-03-28 10:00:00","The City of Scottsdale invites sealed submittals for reconstruction of five (5) roundabouts on Via Linda Road between Hayden Road and Pima Road. ","1","Karie Ingles, Bid & Contract Specialist","Awarded","False","False","","7","$700,000 - $900,000"
"112259","18SQ010","Statement of Qualifications","STATEMENT OF QUALIFICATIONS<BR>ENGINEERING SERVICES: HAPPY VALLEY RD: PIMA ROAD TO ALMA SCHOOL ROAD","2018-03-27 15:00:00","The City of Scottsdale is accepting statements of qualifications from qualified firms (Engineer) for the development of concept plans and construction documents for the widening and improvement of Happy Valley Road from Pima Road to Alma School, including a new roundabout intersection at Alma School Road.  The proposed project will widen Happy Valley Road to two  through lanes in each direction with a raised median, curb and gutter, bike lanes, sidewalk and drainage improvements from approximately 500-feet east of Pima Road through the Alma School Road intersection. ","0","Bill Butler, Capital Project Management","Awarded","False","False","","10","$750,000"
"112224","18PB015","Public Bid","PUBLIC BID<BR>GENERAL MOTORS OEM PARTS AND SERVICE","2018-03-27 14:00:00","The City of Scottsdale invites sealed submittals to contract for the purchase of General Motors (GM) OEM parts and service.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","True","False","","9","$50,000"
"112217","18RQ002","Request For Qualifications","REQUEST FOR QUALIFICATIONS<BR>AIRPORT ENGINEERING SERVICES","2018-03-21 15:00:00","The City of Scottsdale invites sealed submittals for the services of an Engineering team to provide design services and construction administration for the Scottsdale Airport.","1","Karie Ingles, Bid & Contract Specialist","Awarded","False","False","","10","$1,000,000"
"112246","18PA001","Pricing Agreement","PRICING AGREEMENT<BR>SWIMSUITS FOR LIFEGUARDS","2018-03-15 11:00:00","The City of Scottsdale invites sealed submittals for embroidered swim suits (swim trunks for males and swim suits for females) for Aquatic staff.","1","Teena Giannini, Buyer","Awarded","True","False","","9","$10,000"
"112264","18RP028","Request For Proposal","REQUEST FOR PROPOSAL<BR>PALLET RACKS FOR WAREHOUSE","2018-03-14 14:00:00","The City of Scottsdale invites sealed submittals to contract with a qualified firm to supply pallet racks for the warehouse.  The awarded firm will provide services to tear down and remove existing pallet racks and install new pallet racks.","1","John Snow, Bid & Contract Specialist","Awarded","True","False","A Pre-Bid Conference will be held at 10:00 A.M., LOCAL TIME, MARCH 6, 2018, at the Purchasing Department, located on the 2nd floor of the North Corporation Yard Building, 9191 E. San Salvador Drive, Scottsdale, AZ   85258.  All bidders are urged to attend.","9","$30,000"
"112154","18SQ007","Statement of Qualifications","STATEMENT OF QUALIFICATIONS<BR>INDIAN BEND WASH MASTER-PLAN THOMAS TO MCKELLIPS","2018-03-09 10:00:00","The City of Scottsdale is accepting Statements of Qualifications (SOC) from qualified professional firms and/or design teams to provide a Master-Plan for the Indian Bend Wash (IBW) parks and lakes between Thomas Road and McKellips Roads within the City of Scottsdale.","3","Bill Butler, Capital Project Management","Awarded","False","True","A pre-submittal meeting for this Request for Qualifications will be held on Tuesday, February 13, 2018, at 9:00 A.M., Local Time at the Civic Center Library Auditorium, 3839 Drinkwater Blvd., Scottsdale, AZ  85251.  This meeting is mandatory.","10","$500,000"
"112237","18PB016","Public Bid","PUBLIC BID<BR>HVAC REPLACEMENT FOR PAIUTE NEIGHBORHOOD CENTER ","2018-03-08 15:00:00","The City of Scottsdale invites sealed submittals to provide all labor and materials for the replacement of four split system heat pumps for the Paiute Neighborhood Center.  This project is federally funded.","1","Karie Ingles, Bid & Contract Specialist","Awarded","True","True","A Mandatory Pre-Bid Conference will be held at 9:00 A.M., LOCAL TIME, FEBRUARY 20, 2018, at the Paiute Neighborhood Center, Building 9, located at 6535 E. Osborn Road, Scottsdale, AZ   85251.  This mandatory Pre-Bid Conference is open to all the public and all individuals in attendance will be required to sign in on the mandatory Pre-Bid Conference sign-in sheet(s). Companies planning to submit a bid must have a company employee physically present at the Pre-Bid Conference. ONLY bids received from companies that physically attended and signed in at the mandatory Pre-Bid Conference will be considered responsive. This will be the ONLY visit provided. ","7","$65,000 - $75,000"
"112207","18RP025","Request For Proposal","REQUEST FOR PROPOSAL<BR>PRE-EMPLOYMENT MEDICAL SERVICES","2018-03-08 14:00:00","The City of Scottsdale invites sealed submittals from qualified firms to provide all pre-employment physicals (to include Arizona Peace Officer Standards and Training or AZ POST), drug/alcohol/urinalysis screens (to include reasonable suspicion/post-accident), breathalyzer, and Commercial Driver's License random drug screenings for the City's Human Resources Department.","3","John Snow, Bid & Contract Specialist","Awarded","True","False","","9","$40,000"
"112247","18PA002","Pricing Agreement","PRICING AGREEMENT<BR>TENNIS BALLS FOR PUBLIC TENNIS CENTERS","2018-03-08 11:00:00","The City of Scottsdale invites sealed submittals from qualified firms for yellow, championship quality tennis balls for both Scottsdale public tennis centers","0","Teena Giannini, Buyer","Awarded","False","False","","9","$14,000"
"112223","18RP026","Request For Proposal","REQUEST FOR PROPOSAL<BR>POST-EMPLOYMENT RESPIRATORY TESTING","2018-03-06 15:00:00","The City of Scottsdale invites sealed submittals from qualified Contractors to provide Post-Employment Respiratory Testing on an as-needed basis.","2","Cheryl Champine, Bid & Contract Specialist","Awarded","True","False","","9","$45,000"
"112218","18RQ003","Request For Qualifications","REQUEST FOR QUALIFICATIONS<BR>WATER RESOURCES MASTER PLAN UPDATE","2018-03-01 10:00:00","The City of Scottsdale invites sealed submittals for statements of qualifications (SOQ) to provide professional services associated with development of an update to the existing Water Resources INTEGRATED WATER RESOURCES MASTER PLAN for the Water Resources Department.","0","Karie Ingles, Bid & Contract Specialist","Posted","False","False","","10","$800,000"
"111974","18PB002","Public Bid","PUBLIC BID<BR>ANTISCALANT FOR WATER TREATMENT PLANT","2018-02-28 14:00:00","The City of Scottsdale invites sealed submittals for the supply and bulk delivery of antiscalant for the City of Scottsdale's Water Treatment Plant.","1","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$100,000"
"112222","18SQ009","Statement of Qualifications","STATEMENT OF QUALIFICATIONS<BR>CONSTRUCTION MANAGER AT RISK FOR DRINKWATER BRIDGE IMPROVEMENTS","2018-02-27 10:00:00","Project will review the improvement plans for and provide interim repairs to the Drinkwater Bridge Structure, and support or perform construction associated with the design of the Civic Center Mall Master Plan Improvements.","2","Bill Butler, Capital Project Management","Awarded","False","False","","10","$1,000,000"
"112177","18RP023","Request For Proposal","REQUEST FOR PROPOSAL<BR>FORENSIC ACCREDITATION SERVICES","2018-02-14 14:00:00","The City of Scottsdale invites sealed submittals from qualified firms to provide ISO 17025 accreditation services for the Scottsdale Police Department Crime Laboratory and for Scottsdale Police Department Crime Scene Units.","2","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$26,000"
"112197","18RQ001","Request For Qualifications","REQUEST FOR QUALIFICATIONS<BR>ARCHITECTURAL SERVICES FOR PNC BUILDING #2 - BATHROOM RENOVATIONS","2018-02-08 15:00:00","The City of Scottsdale invites sealed submittals for a firm to provide Architectural Services for PNC Building #2-Bathroom Renovations from start to finish.","2","Cheryl Champine, Bid & Contract Specialist","Awarded","True","False","","10","$26,000"
"112203","18IP001","Informal Request For Proposal","INFORMAL REQUEST FOR PROPOSAL<BR>POST-EMPLOYMENT COMMERCIAL DRIVER'S LICENSE (CDL) AND ANCILLARY OTHER MEDICAL TESTING","2018-02-07 15:00:00","The City of Scottsdale invites sealed submittals from qualified Contractors to provide Post-Employment Commercial Driver's License (CDL) Examinations and ancillary other medical testing on an as-needed basis.","4","Cheryl Champine, Bid & Contract Specialist","Awarded","True","False","","9","$15,000"
"112191","18PB013","Public Bid","PUBLIC BID<BR>PROFESSIONAL CITY SIGNAGE","2018-01-31 15:00:00","The City of Scottsdale invites sealed submittals for the purchase of Professional City Signage on an as-needed basis.","0","Karie Ingles, Bid & Contract Specialist","Awarded","True","False","","9","$26,000"
"111984","18RP004","Request For Proposal","REQUEST FOR PROPOSAL<BR>PHOTO ENFORCEMENT PROGRAM","2018-01-30 10:00:00","The City of Scottsdale invites sealed proposals for a Photo Enforcement Program that shall include the provision of process service for violations.","1","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$1,000,000"
"112132","18PB010","Public Bid","PUBLIC BID<BR>16 INCH REVERSE OSMOSIS MEMBRANES","2018-01-24 14:00:00","The City of Scottsdale invites sealed submittals for the purchase of 16 inch reverse osmosis membranes that will be used to replace the membranes currently in use.","2","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$600,000"
"112184","18RP024","Request For Proposal","REQUEST FOR PROPOSAL<BR>WESTWORLD BUSINESS PLAN","2018-01-19 15:00:00","The City intends to award a contract to a qualified firm to prepare a five-year business plan for WestWorld of Scottsdale.  This plan shall be used to guide capital and operational decision-making. ","1","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$50,000"
"112165","18PB012","Public Bid","PUBLIC BID<BR>VEHICLE CAMERA SYSTEMS","2018-01-12 15:00:00","The City of Scottsdale invites sealed submittals for the purchase of Vehicle Camera Systems and Replacement Parts.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","True","False","","9","$30,000"
"112172","18RP021","Request For Proposal","REQUEST FOR PROPOSAL<BR>CUSTODIAL SERVICES FOR CODE ENFORCEMENT OFFICES AND PAIUTE NEIGHBORHOOD CENTER","2018-01-11 14:30:00","The City of Scottsdale invites sealed submittals from qualified firms to provide custodial services for the Code Enforcement offices and the Paiute Neighborhood Center located in Scottsdale, Arizona. ","1","John Snow, Bid & Contract Specialist","Awarded","True","False","A Pre-Bid Conference will be held at 10:00 A.M., LOCAL TIME, DECEMBER 19, 2017, at the North Corporation Yard Building, Wrangler Conference Room (first floor), located at 9191 E. San Salvador Drive, Scottsdale, AZ   85258.  All bidders are urged to attend.","9","$70,000"
"112185","18OP001","Offer to Purchase","OFFER TO PURCHASE<BR>AMMUNITION","2018-01-10 15:00:00","The City of Scottsdale invites sealed Offers to Purchase from qualified offerors to purchase surplus ammunition from the City.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$0"
